ID,morph,T0,P,a0,a1,a10,a2,a3,a4,a5,a6,a7,a8,a9,w,label
TIC 0038936062,0.319,2037.892658,1.8547426,192.57460154077197,-177.27346610332114,-79.691433155741,-493.19618006399656,630.4023604565303,590.0105084367526,-1241.0281904009455,-95.36788610241777,1513.9643549499478,-1368.8488648507282,529.4484874507123,0.3973779030559588,Detached
TIC 0238896417,0.153,1446.084671,16.2442349,-629.3572979007455,1294.689028331789,-2.254384931390318,-1342.9989851659925,1296.8159799258563,-1095.2393443691483,779.2807516050161,-454.4166268615185,210.40523973014916,-73.59001338345647,17.65171207007994,0.9954168190705087,Detached
TIC 0067707406,0.558,1931.117172,1.2568011,-914.3211809753004,520.0941290177936,271.9366025187681,2474.7362610236432,-2931.232742670607,-1720.9607191196112,5460.962448790819,-2666.928603767392,-2256.959735285156,3322.156696928919,-1558.519594704723,0.4398688048558016,SemiDetached
TIC 0164552564,0.466,1687.829303,5.5889647,-17.68062066854225,128.5821662393597,2.259909163030739,-211.85285415240298,20.56992075144844,361.1936857864663,-599.2065053350715,532.6757449958478,-301.87821241435904,109.93084794396702,-23.588244080432812,0.6962412161811006,SemiDetached
TIC 0258519658,0.388,1598.217306,0.8877353,68.99963040162488,-270.729395659474,-8.90723424792089,448.27512739695675,-302.8470196401319,-170.99890440523328,606.8800503653647,-700.8327850530092,494.13733235331864,-227.91788218282764,64.91792441844628,0.8364990239243854,Detached
TIC 0140066660,0.961,1518.443436,1.6642292,1.000954190352134,-0.0019222186649635632,-0.00014863026028565264,0.0017944719031473255,-0.0016891030113443907,0.0014974220631009153,-0.0014009682645932644,0.0012635118766798584,-0.0029430767260048758,-0.0009438024884317323,3.635956066867125e-05,1.7110712023237786,Ellipsoidal
TIC 0412638697,0.601,1739.092632,0.9859108,-860.7780992173934,1979.0878165930549,-20.582576101309126,-2584.5212139830132,3148.0217236778744,-3280.0158816067233,2835.479331309174,-1993.7522249250183,1109.6184357576951,-466.22387046298616,134.36477629582856,0.9572170008651301,SemiDetached
TIC 0319606464,0.395,1655.35711,1.4960875,28.070316104920483,-89.56157753038173,-3.243900899634944,131.07265661958135,-75.14757845604976,-75.83260633468312,210.37727607664024,-236.389876563092,167.00691707718872,-78.1917342077512,22.829422145660004,0.8610788655808641,Detached
TIC 0290034099,0.782,1711.635169,0.5921833,-3716.4358392919703,2912.4516172367366,762.3772891481406,7545.9971198753,-10241.223563192667,-3893.6494787842803,16943.101425032088,-10348.364405620665,-4263.278595616308,8546.106123238473,-4246.0294571794,0.4364656377837526,OverContact
TIC 0185466937,0.838,1600.132279,0.2743782,9.358054888162172,888.9224863201466,260.25617179308705,-213.7124576294485,-2281.150005950457,709.2406908242067,2908.560056174304,-1724.9625134899202,-2232.1184528072417,3171.9093781715364,-1495.3091875542368,0.4071568311335554,Ellipsoidal
TIC 0414019028,0.27,1747.501618,8.7183021,-41.42464535769225,17.785386017567692,30.017326580271398,117.93416195536116,-191.12189084176381,55.20634680455724,213.09262291123707,-224.6601889259136,-67.87401562526743,236.66583961820703,-144.62061040414724,0.3227846409706568,Detached
TIC 0219843981,0.728,1930.563264,0.3016095,-52.574609830984464,-5.179307291727657,-567.3942165511754,-183.47915249905677,20.14823313540584,190.64416228600396,-205.83140155189582,82.88885733053823,183.60904609228155,-217.73612053234166,755.896609124516,0.027172210066392925,OverContact
TIC 0382308684,0.168,1658.306508,9.0737123,16.198561178615513,-48.31667752886759,-1.470364639902762,66.54881326933298,-30.237098864385512,-54.60923427138462,124.16222620790099,-131.19505332519893,88.52314572659576,-39.59403848027975,10.986397252380767,0.8221052199305106,Detached
TIC 0037435039,0.473,1519.625769,3.1985692,363.76772618939896,-458.7315505583334,-63.246688058483706,-356.67266538631134,592.1475062802876,552.0816075023833,-968.2661202353455,-569.1232755665573,1849.320633406326,-1428.8842207030673,488.60132348907104,0.4118477891075958,SemiDetached
TIC 0467238286,0.608,1571.290275,3.4143331,-2106.7371258809003,1965.0377446896553,96.9809029793342,-1900.2850289959283,2744.885387072122,2092.025207481499,-5464.394138575978,6248.535998269402,-7529.9533545910945,5522.08459177792,-1667.2066963184793,0.21612506783274785,SemiDetached
